teacher_condition,block_condition,condition_index,condition_count_index,human_play_reward_1,human_play_reward_2,human_play_reward_3,model_play_reward_1,model_play_reward_2,model_play_reward_3,method,trial
novice,watch play play,1,1,21.0,20.0,,17,22,,Thompson-Naive,63d7fb6ee49281f6c41d6630
novice,watch play play,1,1,21.0,20.0,,13,21,,Thompson-Predict,63d7fb6ee49281f6c41d6630
expert,play watch play,0,0,20.0,24.0,,11.0,20.0,,Thompson-Lesion,654b007b971573e60e72d25c
expert,play watch play,0,0,20.0,24.0,,9.0,14.0,,Thompson-Naive,654b007b971573e60e72d25c
expert,play watch play,0,0,20.0,24.0,,16.0,18.0,,Thompson-Predict,654b007b971573e60e72d25c
novice,play watch play,0,0,11.0,15.0,,9.0,17.0,,Thompson-Lesion,65403100f465bc9343e271d5
novice,play watch play,0,0,11.0,15.0,,16.0,14.0,,Thompson-Naive,65403100f465bc9343e271d5
novice,play watch play,0,0,11.0,15.0,,16.0,14.0,,Thompson-Predict,65403100f465bc9343e271d5
expert,watch play play,1,1,22.0,23.0,,18,22,,Thompson-Lesion,5b33034d975e260001e981c9
expert,watch play play,1,1,22.0,23.0,,14,17,,Thompson-Naive,5b33034d975e260001e981c9
expert,watch play play,1,1,22.0,23.0,,20,15,,Thompson-Predict,5b33034d975e260001e981c9
novice,watch play play,1,1,10.0,12.0,,8,15,,Thompson-Lesion,5de33ff0cc246f3633dc01d2
novice,watch play play,1,1,10.0,12.0,,14,15,,Thompson-Naive,5de33ff0cc246f3633dc01d2
novice,watch play play,1,1,10.0,12.0,,9,15,,Thompson-Predict,5de33ff0cc246f3633dc01d2
novice,play watch play,1,1,14.0,12.0,,12.0,9.0,,Thompson-Lesion,633c7424294f7a26710ca395
novice,play watch play,1,1,14.0,12.0,,13.0,16.0,,Thompson-Naive,633c7424294f7a26710ca395
novice,play watch play,1,1,14.0,12.0,,8.0,10.0,,Thompson-Predict,633c7424294f7a26710ca395
novice,watch play play,0,0,11.0,12.0,,14,8,,Thompson-Lesion,5b0ef5a630037f0001d0ff4b
novice,watch play play,0,0,11.0,12.0,,15,16,,Thompson-Naive,5b0ef5a630037f0001d0ff4b
novice,watch play play,0,0,11.0,12.0,,12,19,,Thompson-Predict,5b0ef5a630037f0001d0ff4b
novice,watch play play,1,1,11.0,16.0,,16,13,,Thompson-Lesion,601a2908d4210b238f755fed
novice,watch play play,1,1,11.0,16.0,,19,21,,Thompson-Naive,601a2908d4210b238f755fed
novice,watch play play,1,1,11.0,16.0,,13,10,,Thompson-Predict,601a2908d4210b238f755fed
novice,play watch play,0,0,14.0,11.0,,17.0,13.0,,Thompson-Lesion,5e8cf43fbf65bf0bdfe15296
novice,play watch play,0,0,14.0,11.0,,13.0,11.0,,Thompson-Naive,5e8cf43fbf65bf0bdfe15296
novice,play watch play,0,0,14.0,11.0,,11.0,17.0,,Thompson-Predict,5e8cf43fbf65bf0bdfe15296
expert,play watch play,0,0,10.0,23.0,,12.0,19.0,,Thompson-Lesion,61118e9a32395df5867ce217
expert,play watch play,0,0,10.0,23.0,,10.0,16.0,,Thompson-Naive,61118e9a32395df5867ce217
expert,play watch play,0,0,10.0,23.0,,15.0,15.0,,Thompson-Predict,61118e9a32395df5867ce217
expert,play watch play,1,1,20.0,19.0,,11.0,21.0,,Thompson-Lesion,657aacdf40daebdb26cb3b94
expert,play watch play,1,1,20.0,19.0,,11.0,18.0,,Thompson-Naive,657aacdf40daebdb26cb3b94
expert,play watch play,1,1,20.0,19.0,,11.0,21.0,,Thompson-Predict,657aacdf40daebdb26cb3b94
expert,watch play play,1,1,20.0,21.0,,12,20,,Thompson-Lesion,6116f60ae8f48f7d1244e8d3
expert,watch play play,1,1,20.0,21.0,,13,17,,Thompson-Naive,6116f60ae8f48f7d1244e8d3
expert,watch play play,1,1,20.0,21.0,,15,15,,Thompson-Predict,6116f60ae8f48f7d1244e8d3
no teacher,play play play,2,0,14.0,20.0,9.0,7.0,15.0,20.0,Thompson-Lesion,60c01964b0d8a8858c3fa335
no teacher,play play play,2,0,14.0,20.0,9.0,12.0,11.0,15.0,Thompson-Naive,60c01964b0d8a8858c3fa335
no teacher,play play play,2,0,14.0,20.0,9.0,11.0,9.0,10.0,Thompson-Predict,60c01964b0d8a8858c3fa335
expert,play watch play,0,0,7.0,20.0,,10.0,17.0,,Thompson-Lesion,5a08ddd0df3fa800015c36ac
expert,play watch play,0,0,7.0,20.0,,11.0,14.0,,Thompson-Naive,5a08ddd0df3fa800015c36ac
expert,play watch play,0,0,7.0,20.0,,7.0,16.0,,Thompson-Predict,5a08ddd0df3fa800015c36ac
novice,play watch play,0,0,13.0,6.0,,14.0,14.0,,Thompson-Lesion,5bf4d3e01a71ac0001208301
novice,play watch play,0,0,13.0,6.0,,11.0,13.0,,Thompson-Naive,5bf4d3e01a71ac0001208301
novice,play watch play,0,0,13.0,6.0,,11.0,16.0,,Thompson-Predict,5bf4d3e01a71ac0001208301
novice,play watch play,0,0,15.0,12.0,,3.0,14.0,,Thompson-Lesion,5dbf704fa3f5cb40876271fc
novice,play watch play,0,0,15.0,12.0,,10.0,13.0,,Thompson-Naive,5dbf704fa3f5cb40876271fc
novice,play watch play,0,0,15.0,12.0,,11.0,11.0,,Thompson-Predict,5dbf704fa3f5cb40876271fc
expert,play watch play,1,1,15.0,12.0,,10.0,15.0,,Thompson-Lesion,5ea3694d838a642e5790ec0a
expert,play watch play,1,1,15.0,12.0,,11.0,16.0,,Thompson-Naive,5ea3694d838a642e5790ec0a
expert,play watch play,1,1,15.0,12.0,,9.0,11.0,,Thompson-Predict,5ea3694d838a642e5790ec0a
expert,play watch play,1,1,7.0,18.0,,13.0,22.0,,Thompson-Lesion,63bc7645044a7d5ab6c9cb96
expert,play watch play,1,1,7.0,18.0,,10.0,20.0,,Thompson-Naive,63bc7645044a7d5ab6c9cb96
expert,play watch play,1,1,7.0,18.0,,12.0,18.0,,Thompson-Predict,63bc7645044a7d5ab6c9cb96
novice,watch play play,0,0,9.0,12.0,,16,8,,Thompson-Lesion,5de33ff0cc246f3633dc01d2
novice,watch play play,0,0,9.0,12.0,,15,16,,Thompson-Naive,5de33ff0cc246f3633dc01d2
novice,watch play play,0,0,9.0,12.0,,11,11,,Thompson-Predict,5de33ff0cc246f3633dc01d2
expert,watch play play,1,1,21.0,22.0,,19,21,,Thompson-Lesion,6020606d7b0258677b881f63
expert,watch play play,1,1,21.0,22.0,,9,19,,Thompson-Naive,6020606d7b0258677b881f63
expert,watch play play,1,1,21.0,22.0,,16,20,,Thompson-Predict,6020606d7b0258677b881f63
expert,play watch play,1,1,15.0,22.0,,13.0,16.0,,Thompson-Lesion,5d1555fe628de0001966c2fa
expert,play watch play,1,1,15.0,22.0,,11.0,20.0,,Thompson-Naive,5d1555fe628de0001966c2fa
expert,play watch play,1,1,15.0,22.0,,15.0,14.0,,Thompson-Predict,5d1555fe628de0001966c2fa
expert,watch play play,0,0,22.0,21.0,,14,21,,Thompson-Lesion,61118e9a32395df5867ce217
expert,watch play play,0,0,22.0,21.0,,8,13,,Thompson-Naive,61118e9a32395df5867ce217
expert,watch play play,0,0,22.0,21.0,,15,9,,Thompson-Predict,61118e9a32395df5867ce217
expert,play watch play,1,1,10.0,23.0,,7.0,21.0,,Thompson-Lesion,6519b6951e9a19f4b3d6f545
expert,play watch play,1,1,10.0,23.0,,15.0,20.0,,Thompson-Naive,6519b6951e9a19f4b3d6f545
expert,play watch play,1,1,10.0,23.0,,11.0,15.0,,Thompson-Predict,6519b6951e9a19f4b3d6f545
novice,play watch play,0,0,20.0,19.0,,14.0,18.0,,Thompson-Lesion,5d092069fb1a540001dd5028
novice,play watch play,0,0,20.0,19.0,,10.0,14.0,,Thompson-Naive,5d092069fb1a540001dd5028
novice,play watch play,0,0,20.0,19.0,,10.0,11.0,,Thompson-Predict,5d092069fb1a540001dd5028
expert,play watch play,1,1,13.0,12.0,,10.0,19.0,,Thompson-Lesion,6496f162cb9494f2bd0cb495
expert,play watch play,1,1,13.0,12.0,,10.0,20.0,,Thompson-Naive,6496f162cb9494f2bd0cb495
expert,play watch play,1,1,13.0,12.0,,7.0,21.0,,Thompson-Predict,6496f162cb9494f2bd0cb495
no teacher,play play play,1,1,13.0,11.0,9.0,9.0,18.0,17.0,Thompson-Lesion,602ed67d9dc535b2bb39efbc
no teacher,play play play,1,1,13.0,11.0,9.0,12.0,12.0,9.0,Thompson-Naive,602ed67d9dc535b2bb39efbc
no teacher,play play play,1,1,13.0,11.0,9.0,16.0,17.0,21.0,Thompson-Predict,602ed67d9dc535b2bb39efbc
novice,play watch play,0,0,9.0,12.0,,13.0,15.0,,Thompson-Lesion,628f0d7e3055b5d1887916c5
novice,play watch play,0,0,9.0,12.0,,16.0,19.0,,Thompson-Naive,628f0d7e3055b5d1887916c5
novice,play watch play,0,0,9.0,12.0,,12.0,12.0,,Thompson-Predict,628f0d7e3055b5d1887916c5
expert,watch play play,1,1,11.0,15.0,,13,18,,Thompson-Lesion,656964b3923e30926f806a2c
expert,watch play play,1,1,11.0,15.0,,10,17,,Thompson-Naive,656964b3923e30926f806a2c
expert,watch play play,1,1,11.0,15.0,,9,15,,Thompson-Predict,656964b3923e30926f806a2c
expert,play watch play,1,1,15.0,16.0,,13.0,19.0,,Thompson-Lesion,5f24629d239fcb02d69a18d1
expert,play watch play,1,1,15.0,16.0,,15.0,13.0,,Thompson-Naive,5f24629d239fcb02d69a18d1
expert,play watch play,1,1,15.0,16.0,,14.0,15.0,,Thompson-Predict,5f24629d239fcb02d69a18d1
novice,play watch play,1,1,12.0,15.0,,11.0,13.0,,Thompson-Lesion,60fda82c6d2d7be651a8e4b7
novice,play watch play,1,1,12.0,15.0,,7.0,10.0,,Thompson-Naive,60fda82c6d2d7be651a8e4b7
novice,play watch play,1,1,12.0,15.0,,11.0,20.0,,Thompson-Predict,60fda82c6d2d7be651a8e4b7
expert,play watch play,1,1,20.0,12.0,,15.0,21.0,,Thompson-Lesion,655f8305b777e4c757101337
expert,play watch play,1,1,20.0,12.0,,13.0,19.0,,Thompson-Naive,655f8305b777e4c757101337
expert,play watch play,1,1,20.0,12.0,,14.0,18.0,,Thompson-Predict,655f8305b777e4c757101337
expert,play watch play,0,0,10.0,18.0,,11.0,19.0,,Thompson-Lesion,5ff797c6f67a7d494f65298e
expert,play watch play,0,0,10.0,18.0,,12.0,20.0,,Thompson-Naive,5ff797c6f67a7d494f65298e
expert,play watch play,0,0,10.0,18.0,,12.0,19.0,,Thompson-Predict,5ff797c6f67a7d494f65298e
no teacher,play play play,4,0,11.0,8.0,16.0,13.0,14.0,19.0,Thompson-Lesion,5ad0f1934d061300011b0a4d
no teacher,play play play,4,0,11.0,8.0,16.0,8.0,17.0,21.0,Thompson-Naive,5ad0f1934d061300011b0a4d
no teacher,play play play,4,0,11.0,8.0,16.0,13.0,14.0,21.0,Thompson-Predict,5ad0f1934d061300011b0a4d
no teacher,play play play,3,1,12.0,13.0,13.0,10.0,8.0,11.0,Thompson-Lesion,5c48189592909000016862e7
no teacher,play play play,3,1,12.0,13.0,13.0,11.0,14.0,19.0,Thompson-Naive,5c48189592909000016862e7
no teacher,play play play,3,1,12.0,13.0,13.0,14.0,17.0,21.0,Thompson-Predict,5c48189592909000016862e7
novice,watch play play,0,0,10.0,10.0,,9,14,,Thompson-Lesion,5b564680ed90280001510d9a
novice,watch play play,0,0,10.0,10.0,,16,13,,Thompson-Naive,5b564680ed90280001510d9a
novice,watch play play,0,0,10.0,10.0,,11,7,,Thompson-Predict,5b564680ed90280001510d9a
expert,watch play play,1,1,13.0,18.0,,17,19,,Thompson-Lesion,65982731eb34299993506e21
expert,watch play play,1,1,13.0,18.0,,14,15,,Thompson-Naive,65982731eb34299993506e21
expert,watch play play,1,1,13.0,18.0,,18,18,,Thompson-Predict,65982731eb34299993506e21
expert,play watch play,0,0,11.0,22.0,,16.0,15.0,,Thompson-Lesion,61005b49f8382e2e24f00ef0
expert,play watch play,0,0,11.0,22.0,,10.0,11.0,,Thompson-Naive,61005b49f8382e2e24f00ef0
expert,play watch play,0,0,11.0,22.0,,11.0,16.0,,Thompson-Predict,61005b49f8382e2e24f00ef0
novice,watch play play,0,0,22.0,18.0,,8,14,,Thompson-Lesion,5efe46699aca1b332ff927bc
novice,watch play play,0,0,22.0,18.0,,16,13,,Thompson-Naive,5efe46699aca1b332ff927bc
novice,watch play play,0,0,22.0,18.0,,13,17,,Thompson-Predict,5efe46699aca1b332ff927bc
no teacher,play play play,2,1,9.0,12.0,17.0,10.0,14.0,14.0,Thompson-Lesion,55c694e3fdf99b6c4f28595f
no teacher,play play play,2,1,9.0,12.0,17.0,12.0,14.0,16.0,Thompson-Naive,55c694e3fdf99b6c4f28595f
no teacher,play play play,2,1,9.0,12.0,17.0,11.0,16.0,13.0,Thompson-Predict,55c694e3fdf99b6c4f28595f
expert,play watch play,1,1,10.0,13.0,,15.0,17.0,,Thompson-Lesion,5cb489ff0cd1ed0017465d19
expert,play watch play,1,1,10.0,13.0,,16.0,19.0,,Thompson-Naive,5cb489ff0cd1ed0017465d19
expert,play watch play,1,1,10.0,13.0,,13.0,20.0,,Thompson-Predict,5cb489ff0cd1ed0017465d19
expert,watch play play,1,1,18.0,18.0,,12,18,,Thompson-Lesion,611465b0cdf9e7bb34a05898
expert,watch play play,1,1,18.0,18.0,,15,14,,Thompson-Naive,611465b0cdf9e7bb34a05898
expert,watch play play,1,1,18.0,18.0,,15,20,,Thompson-Predict,611465b0cdf9e7bb34a05898
novice,play watch play,1,1,17.0,22.0,,13.0,10.0,,Thompson-Lesion,589d0c07d6a2220001178695
novice,play watch play,1,1,17.0,22.0,,8.0,20.0,,Thompson-Naive,589d0c07d6a2220001178695
novice,play watch play,1,1,17.0,22.0,,10.0,14.0,,Thompson-Predict,589d0c07d6a2220001178695
no teacher,play play play,1,1,16.0,11.0,11.0,9.0,16.0,12.0,Thompson-Lesion,6116f60ae8f48f7d1244e8d3
no teacher,play play play,1,1,16.0,11.0,11.0,9.0,11.0,13.0,Thompson-Naive,6116f60ae8f48f7d1244e8d3
no teacher,play play play,1,1,16.0,11.0,11.0,12.0,9.0,11.0,Thompson-Predict,6116f60ae8f48f7d1244e8d3
no teacher,play play play,3,1,14.0,15.0,14.0,15.0,13.0,12.0,Thompson-Lesion,5a4a94fef7b7bc00014e1462
no teacher,play play play,3,1,14.0,15.0,14.0,12.0,14.0,14.0,Thompson-Naive,5a4a94fef7b7bc00014e1462
no teacher,play play play,3,1,14.0,15.0,14.0,10.0,14.0,14.0,Thompson-Predict,5a4a94fef7b7bc00014e1462
novice,play watch play,0,0,11.0,18.0,,9.0,13.0,,Thompson-Lesion,63d3fbb451ad7ba5c2f30246
novice,play watch play,0,0,11.0,18.0,,14.0,16.0,,Thompson-Naive,63d3fbb451ad7ba5c2f30246
novice,play watch play,0,0,11.0,18.0,,13.0,15.0,,Thompson-Predict,63d3fbb451ad7ba5c2f30246
expert,watch play play,1,1,19.0,17.0,,16,19,,Thompson-Lesion,611bce5ac6e92b749dc5e450
expert,watch play play,1,1,19.0,17.0,,21,21,,Thompson-Naive,611bce5ac6e92b749dc5e450
expert,watch play play,1,1,19.0,17.0,,15,14,,Thompson-Predict,611bce5ac6e92b749dc5e450
no teacher,play play play,3,0,20.0,21.0,19.0,9.0,14.0,19.0,Thompson-Lesion,633c7424294f7a26710ca395
no teacher,play play play,3,0,20.0,21.0,19.0,13.0,18.0,20.0,Thompson-Naive,633c7424294f7a26710ca395
no teacher,play play play,3,0,20.0,21.0,19.0,16.0,15.0,11.0,Thompson-Predict,633c7424294f7a26710ca395
expert,watch play play,0,0,21.0,19.0,,14,17,,Thompson-Lesion,55c694e3fdf99b6c4f28595f
expert,watch play play,0,0,21.0,19.0,,17,14,,Thompson-Naive,55c694e3fdf99b6c4f28595f
expert,watch play play,0,0,21.0,19.0,,15,13,,Thompson-Predict,55c694e3fdf99b6c4f28595f
no teacher,play play play,4,0,12.0,20.0,19.0,14.0,13.0,17.0,Thompson-Lesion,60fcc356256445ec7775dc39
no teacher,play play play,4,0,12.0,20.0,19.0,10.0,14.0,17.0,Thompson-Naive,60fcc356256445ec7775dc39
no teacher,play play play,4,0,12.0,20.0,19.0,7.0,10.0,12.0,Thompson-Predict,60fcc356256445ec7775dc39
no teacher,play play play,0,1,10.0,18.0,20.0,13.0,15.0,15.0,Thompson-Lesion,654090a7a998974e1e57e76f
no teacher,play play play,0,1,10.0,18.0,20.0,9.0,7.0,6.0,Thompson-Naive,654090a7a998974e1e57e76f
no teacher,play play play,0,1,10.0,18.0,20.0,11.0,16.0,12.0,Thompson-Predict,654090a7a998974e1e57e76f
novice,play watch play,1,1,3.0,13.0,,13.0,18.0,,Thompson-Lesion,5bd283469afb5b00015bdd5a
novice,play watch play,1,1,3.0,13.0,,5.0,12.0,,Thompson-Naive,5bd283469afb5b00015bdd5a
novice,play watch play,1,1,3.0,13.0,,12.0,13.0,,Thompson-Predict,5bd283469afb5b00015bdd5a
novice,play watch play,1,1,10.0,10.0,,11.0,12.0,,Thompson-Lesion,605e6f4f35800996a22ac0ab
novice,play watch play,1,1,10.0,10.0,,10.0,11.0,,Thompson-Naive,605e6f4f35800996a22ac0ab
novice,play watch play,1,1,10.0,10.0,,9.0,19.0,,Thompson-Predict,605e6f4f35800996a22ac0ab
expert,watch play play,0,0,20.0,20.0,,21,16,,Thompson-Lesion,5cb489ff0cd1ed0017465d19
expert,watch play play,0,0,20.0,20.0,,14,15,,Thompson-Naive,5cb489ff0cd1ed0017465d19
expert,watch play play,0,0,20.0,20.0,,17,16,,Thompson-Predict,5cb489ff0cd1ed0017465d19
novice,play watch play,0,0,14.0,13.0,,11.0,18.0,,Thompson-Lesion,65982731eb34299993506e21
novice,play watch play,0,0,14.0,13.0,,10.0,16.0,,Thompson-Naive,65982731eb34299993506e21
novice,play watch play,0,0,14.0,13.0,,14.0,17.0,,Thompson-Predict,65982731eb34299993506e21
no teacher,play play play,4,0,9.0,19.0,9.0,16.0,18.0,15.0,Thompson-Lesion,5efcaaee74e56207d16db007
no teacher,play play play,4,0,9.0,19.0,9.0,11.0,13.0,15.0,Thompson-Naive,5efcaaee74e56207d16db007
no teacher,play play play,4,0,9.0,19.0,9.0,15.0,14.0,20.0,Thompson-Predict,5efcaaee74e56207d16db007
expert,watch play play,1,1,15.0,16.0,,15,16,,Thompson-Lesion,65772daa307b28b9a9ec187f
expert,watch play play,1,1,15.0,16.0,,11,15,,Thompson-Naive,65772daa307b28b9a9ec187f
expert,watch play play,1,1,15.0,16.0,,16,18,,Thompson-Predict,65772daa307b28b9a9ec187f
novice,play watch play,1,1,19.0,19.0,,9.0,19.0,,Thompson-Lesion,631ffc3584141f143567f021
novice,play watch play,1,1,19.0,19.0,,11.0,20.0,,Thompson-Naive,631ffc3584141f143567f021
novice,play watch play,1,1,19.0,19.0,,9.0,20.0,,Thompson-Predict,631ffc3584141f143567f021
no teacher,play play play,1,0,11.0,20.0,18.0,14.0,12.0,19.0,Thompson-Lesion,60b6b4d12a9854d3385bc768
no teacher,play play play,1,0,11.0,20.0,18.0,12.0,12.0,10.0,Thompson-Naive,60b6b4d12a9854d3385bc768
no teacher,play play play,1,0,11.0,20.0,18.0,9.0,16.0,16.0,Thompson-Predict,60b6b4d12a9854d3385bc768
novice,play watch play,1,1,12.0,12.0,,11.0,13.0,,Thompson-Lesion,5b27ef8a7f7816000146499f
novice,play watch play,1,1,12.0,12.0,,13.0,14.0,,Thompson-Naive,5b27ef8a7f7816000146499f
novice,play watch play,1,1,12.0,12.0,,16.0,15.0,,Thompson-Predict,5b27ef8a7f7816000146499f
expert,watch play play,0,0,12.0,10.0,,11,12,,Thompson-Lesion,6165af4b36cb3bae91f2e355
expert,watch play play,0,0,12.0,10.0,,15,15,,Thompson-Naive,6165af4b36cb3bae91f2e355
expert,watch play play,0,0,12.0,10.0,,13,14,,Thompson-Predict,6165af4b36cb3bae91f2e355
no teacher,play play play,1,1,9.0,16.0,20.0,14.0,16.0,22.0,Thompson-Lesion,63d7fb6ee49281f6c41d6630
no teacher,play play play,1,1,9.0,16.0,20.0,10.0,17.0,18.0,Thompson-Naive,63d7fb6ee49281f6c41d6630
no teacher,play play play,1,1,9.0,16.0,20.0,14.0,13.0,17.0,Thompson-Predict,63d7fb6ee49281f6c41d6630
expert,watch play play,0,0,18.0,18.0,,14,19,,Thompson-Lesion,5f0151a9e5751c2a5313c45e
expert,watch play play,0,0,18.0,18.0,,10,17,,Thompson-Naive,5f0151a9e5751c2a5313c45e
expert,watch play play,0,0,18.0,18.0,,17,20,,Thompson-Predict,5f0151a9e5751c2a5313c45e
expert,play watch play,1,1,11.0,22.0,,7.0,11.0,,Thompson-Lesion,611f1751f8fd84c3ba826634
expert,play watch play,1,1,11.0,22.0,,13.0,19.0,,Thompson-Naive,611f1751f8fd84c3ba826634
expert,play watch play,1,1,11.0,22.0,,9.0,11.0,,Thompson-Predict,611f1751f8fd84c3ba826634
expert,play watch play,0,0,19.0,21.0,,14.0,18.0,,Thompson-Lesion,5ac6e74f9534ba0001c756d5
expert,play watch play,0,0,19.0,21.0,,11.0,13.0,,Thompson-Naive,5ac6e74f9534ba0001c756d5
expert,play watch play,0,0,19.0,21.0,,13.0,20.0,,Thompson-Predict,5ac6e74f9534ba0001c756d5
expert,play watch play,1,1,12.0,15.0,,11.0,14.0,,Thompson-Lesion,6400d916e410c86255a45836
expert,play watch play,1,1,12.0,15.0,,12.0,13.0,,Thompson-Naive,6400d916e410c86255a45836
expert,play watch play,1,1,12.0,15.0,,11.0,17.0,,Thompson-Predict,6400d916e410c86255a45836
expert,play watch play,0,0,12.0,14.0,,15.0,13.0,,Thompson-Lesion,60edc8b4b70a4a4131a8bcfa
expert,play watch play,0,0,12.0,14.0,,14.0,12.0,,Thompson-Naive,60edc8b4b70a4a4131a8bcfa
expert,play watch play,0,0,12.0,14.0,,12.0,9.0,,Thompson-Predict,60edc8b4b70a4a4131a8bcfa
novice,watch play play,0,0,10.0,16.0,,17,19,,Thompson-Lesion,62c9024c3181d7800e31a759
novice,watch play play,0,0,10.0,16.0,,17,21,,Thompson-Naive,62c9024c3181d7800e31a759
novice,watch play play,0,0,10.0,16.0,,15,18,,Thompson-Predict,62c9024c3181d7800e31a759
expert,watch play play,1,1,12.0,17.0,,8,14,,Thompson-Lesion,55acf681fdf99b3d5b2ab68c
expert,watch play play,1,1,12.0,17.0,,11,13,,Thompson-Naive,55acf681fdf99b3d5b2ab68c
expert,watch play play,1,1,12.0,17.0,,12,15,,Thompson-Predict,55acf681fdf99b3d5b2ab68c
novice,play watch play,0,0,12.0,16.0,,15.0,15.0,,Thompson-Lesion,5f4a68e4d8963d5e469541f1
novice,play watch play,0,0,12.0,16.0,,10.0,9.0,,Thompson-Naive,5f4a68e4d8963d5e469541f1
novice,play watch play,0,0,12.0,16.0,,12.0,13.0,,Thompson-Predict,5f4a68e4d8963d5e469541f1
no teacher,play play play,4,1,14.0,21.0,18.0,10.0,14.0,15.0,Thompson-Lesion,606575435e519decf2dd36e3
no teacher,play play play,4,1,14.0,21.0,18.0,12.0,8.0,12.0,Thompson-Naive,606575435e519decf2dd36e3
no teacher,play play play,4,1,14.0,21.0,18.0,10.0,15.0,13.0,Thompson-Predict,606575435e519decf2dd36e3
novice,watch play play,1,1,19.0,22.0,,13,12,,Thompson-Lesion,5b8557d0bb0eb8000105a696
novice,watch play play,1,1,19.0,22.0,,12,14,,Thompson-Naive,5b8557d0bb0eb8000105a696
novice,watch play play,1,1,19.0,22.0,,17,19,,Thompson-Predict,5b8557d0bb0eb8000105a696
novice,play watch play,0,0,13.0,19.0,,7.0,15.0,,Thompson-Lesion,589d0c07d6a2220001178695
novice,play watch play,0,0,13.0,19.0,,13.0,20.0,,Thompson-Naive,589d0c07d6a2220001178695
novice,play watch play,0,0,13.0,19.0,,13.0,15.0,,Thompson-Predict,589d0c07d6a2220001178695
novice,play watch play,1,1,21.0,17.0,,11.0,11.0,,Thompson-Lesion,5df416a57bf5722f9a501255
novice,play watch play,1,1,21.0,17.0,,11.0,15.0,,Thompson-Naive,5df416a57bf5722f9a501255
novice,play watch play,1,1,21.0,17.0,,10.0,14.0,,Thompson-Predict,5df416a57bf5722f9a501255
expert,play watch play,0,0,16.0,14.0,,9.0,19.0,,Thompson-Lesion,5f24629d239fcb02d69a18d1
expert,play watch play,0,0,16.0,14.0,,14.0,8.0,,Thompson-Naive,5f24629d239fcb02d69a18d1
expert,play watch play,0,0,16.0,14.0,,14.0,21.0,,Thompson-Predict,5f24629d239fcb02d69a18d1
expert,watch play play,0,0,14.0,15.0,,9,11,,Thompson-Lesion,55acf681fdf99b3d5b2ab68c
expert,watch play play,0,0,14.0,15.0,,17,20,,Thompson-Naive,55acf681fdf99b3d5b2ab68c
expert,watch play play,0,0,14.0,15.0,,14,6,,Thompson-Predict,55acf681fdf99b3d5b2ab68c
novice,play watch play,0,0,19.0,23.0,,14.0,20.0,,Thompson-Lesion,60b6b4d12a9854d3385bc768
novice,play watch play,0,0,19.0,23.0,,10.0,13.0,,Thompson-Naive,60b6b4d12a9854d3385bc768
novice,play watch play,0,0,19.0,23.0,,12.0,22.0,,Thompson-Predict,60b6b4d12a9854d3385bc768
novice,watch play play,0,0,18.0,20.0,,11,15,,Thompson-Lesion,5a08ddd0df3fa800015c36ac
novice,watch play play,0,0,18.0,20.0,,15,17,,Thompson-Naive,5a08ddd0df3fa800015c36ac
novice,watch play play,0,0,18.0,20.0,,16,17,,Thompson-Predict,5a08ddd0df3fa800015c36ac
novice,watch play play,0,0,22.0,19.0,,12,9,,Thompson-Lesion,5635d988dc62e5000bcb3eb2
novice,watch play play,0,0,22.0,19.0,,17,19,,Thompson-Naive,5635d988dc62e5000bcb3eb2
novice,watch play play,0,0,22.0,19.0,,13,11,,Thompson-Predict,5635d988dc62e5000bcb3eb2
no teacher,play play play,2,0,8.0,14.0,18.0,13.0,15.0,16.0,Thompson-Lesion,5bf289cc17a7de0001cf52f0
no teacher,play play play,2,0,8.0,14.0,18.0,14.0,15.0,21.0,Thompson-Naive,5bf289cc17a7de0001cf52f0
no teacher,play play play,2,0,8.0,14.0,18.0,13.0,11.0,16.0,Thompson-Predict,5bf289cc17a7de0001cf52f0
expert,watch play play,1,1,21.0,20.0,,16,20,,Thompson-Lesion,5f0151a9e5751c2a5313c45e
expert,watch play play,1,1,21.0,20.0,,14,18,,Thompson-Naive,5f0151a9e5751c2a5313c45e
expert,watch play play,1,1,21.0,20.0,,13,13,,Thompson-Predict,5f0151a9e5751c2a5313c45e
novice,play watch play,0,0,16.0,12.0,,12.0,19.0,,Thompson-Lesion,5781c15381f331000139a89e
novice,play watch play,0,0,16.0,12.0,,14.0,18.0,,Thompson-Naive,5781c15381f331000139a89e
novice,play watch play,0,0,16.0,12.0,,12.0,21.0,,Thompson-Predict,5781c15381f331000139a89e
no teacher,play play play,3,0,14.0,22.0,19.0,10.0,11.0,13.0,Thompson-Lesion,628f0d7e3055b5d1887916c5
no teacher,play play play,3,0,14.0,22.0,19.0,10.0,11.0,21.0,Thompson-Naive,628f0d7e3055b5d1887916c5
no teacher,play play play,3,0,14.0,22.0,19.0,12.0,19.0,18.0,Thompson-Predict,628f0d7e3055b5d1887916c5
expert,play watch play,1,1,17.0,18.0,,11.0,23.0,,Thompson-Lesion,632096b5574155e8727c50cc
expert,play watch play,1,1,17.0,18.0,,9.0,15.0,,Thompson-Naive,632096b5574155e8727c50cc
expert,play watch play,1,1,17.0,18.0,,12.0,20.0,,Thompson-Predict,632096b5574155e8727c50cc
